"bag","age","demo_mode","month_called","age_num","demo_age_bucket","demo_sex","demo_education","demo_hispanic","demo_race","demo_relig","demo_income","demo_hhsize","demo_phonetype","demo_state","demo_region","demo_pop_density","demo_reg","demo_party","demo_ideology","y_dem","y_rep","y_oth","age_scaled","p_surveyed","p_matched","holdout","surveyed","matched","voterfile","y_dem_basicdr","y_dem_basicdr_dec","y_dem_hat","y_hat_dec","y_hat_lasso","y_hat_lasso_dec","y_bagmean","y_rep_hat","y_oth_hat","y_dem_grpmean.x","y_rep_grpmean.x","y_oth_grpmean.x","y_logit_dem","y_logit_rep","y_logit_oth","y_dem_grpmean.y","y_rep_grpmean.y","y_oth_grpmean.y","qsupport_3way"
1,"23","cell",9,23,"01-Under 30","01-female","02-bach","02-N","W","01-protestant","05-40to50k","2","03-Cell only","WV","South","02","01-Yes","04-Lean Rep","03-Moderate",1,0,0,-1.58484004567001,0.102506460942268,0.181976512245643,0,0,0,1,0.171191818509669,"2",0.422520113035847,"2",0.493119723833192,NA,0.486486486486487,0.557930321473418,0.0195495654907352,0.6875,0.25,0.0625,0.522592764779562,0.443170687561935,0.034236547658503,0.6875,0.25,0.0625,"1-D"
1,"34","cell",9,34,"02-30to39","01-female","03-assoc","02-N","W","01-protestant","07-75to100k","4","03-Cell only","LA","South","04","01-Yes","03-Lean Dem","03-Moderate",0,0,1,-0.983186232696186,0.0782494765260448,0.796888692269811,0,0,0,1,0.27569286501415,"3",0.410270146306271,"7",0.456821793728285,NA,0.352941176470588,0.571420727613348,0.0183091260803817,0.6875,0.25,0.0625,0.436059389952767,0.532345589395144,0.0315950206520894,0.6875,0.25,0.0625,"3-Oth"
1,"18","cell",9,18,"01-Under 30","01-female","04-HS","02-N","W","01-protestant","05-40to50k","4","01-Both","TN","South","01-Lowest","01-Yes","03-Lean Dem","99-DK/refused",1,0,0,-1.85831905156721,0.0145337964808892,0.259230585837771,1,0,0,0,0.230425988805479,"2",0.452611493147635,"2",0.222714635639422,"1",0.371134020618557,0.511058717488133,0.0363297893642324,0.6875,0.25,0.0625,0.420331693594397,0.52538343129551,0.0542848751100934,0.6875,0.25,0.0625,"1-D"
1,"24","cell",9,24,"01-Under 30","01-female","02-bach","02-N","W","01-protestant","05-40to50k","2","03-Cell only","NC","South","02","01-Yes","03-Lean Dem","03-Moderate",1,0,0,-1.53014424449057,0.11301690752908,0.198830182979628,1,0,0,0,0.140047457448162,"1",0.406545501864448,"2",0.516238060230104,"6",0.371134020618557,0.57455668324441,0.0188978148911412,0.6875,0.25,0.0625,0.624178377434351,0.375766751292394,5.48712732558397e-05,0.6875,0.25,0.0625,"1-D"
1,"30","cell",9,30,"02-30to39","01-female","03-assoc","02-N","W","01-protestant","01-under10k","6","03-Cell only","NC","South","01-Lowest","03-No","01-Dem","03-Moderate",1,0,0,-1.20196943741394,0.0519591935593609,0.0443361634320559,0,0,0,1,0.856749571848638,"9",0.565266406813414,"3",0.422578480218069,NA,0.371134020618557,0.399596788169898,0.0351368050166881,0.6875,0.25,0.0625,0.624178377434351,0.375766751292394,5.48712732558397e-05,0.6875,0.25,0.0625,"1-D"
1,"19","cell",9,19,"01-Under 30","01-female","04-HS","02-N","W","07-other","02-10to20k","3","03-Cell only","TN","South","02","01-Yes","04-Lean Rep","04-Conservative",0,1,0,-1.80362325038777,0.0161866956225128,0.0190663497552692,0,0,0,1,0.209727462855312,"2",0.545460133924175,"2",0.5353392092775,NA,0.371134020618557,0.437994362085527,0.0165455039902978,0.6875,0.25,0.0625,0.510619031055763,0.424269656780306,0.0651113121639307,0.6875,0.25,0.0625,"2-R"
1,"33","cell",9,33,"02-30to39","01-female","03-assoc","02-N","W","02-catholic","99-DK/refused","3","03-Cell only","AR","South","01-Lowest","01-Yes","01-Dem","02-Liberal",1,0,0,-1.03788203387562,0.0707145854108694,0.0231479104176093,0,1,0,0,0.256009131001804,NA,0.454265908929307,NA,0.311469308491107,NA,0.371134020618557,0.52581516337714,0.0199189276935534,0.6875,0.25,0.0625,0.489634065607203,0.447824640037105,0.0625412943556928,0.6875,0.25,0.0625,"1-D"
1,"36","cell",9,36,"02-30to39","01-female","03-assoc","02-N","W","02-catholic","09-over150k","7","03-Cell only","TX","South","02","01-Yes","02-Rep","04-Conservative",0,1,0,-0.873794630337309,0.0955576132672779,0.90485827776466,1,0,0,0,0.467670147838163,"6",0.474581060814998,"7",0.307888258217439,"2",0.486486486486487,0.514942156500733,0.0104767826842691,0.6875,0.25,0.0625,0.489634065607203,0.447824640037105,0.0625412943556928,0.6875,0.25,0.0625,"2-R"
1,"33","cell",9,33,"02-30to39","01-female","02-bach","02-N","W","01-protestant","06-50to75k","7","03-Cell only","KY","South","02","01-Yes","02-Rep","03-Moderate",0,1,0,-1.03788203387562,0.254308464175884,0.715904419319877,0,0,0,1,0.540463699822396,"7",0.475842271101262,"7",0.317976053993423,NA,0.371134020618557,0.504505671845687,0.0196520570530513,0.6875,0.25,0.0625,0.544721077333245,0.419653094964737,0.035625827702018,0.6875,0.25,0.0625,"2-R"
1,"28","cell",9,28,"01-Under 30","01-female","03-assoc","02-N","W","03-athiest","05-40to50k","1","03-Cell only","MD","South","02","01-Yes","01-Dem","02-Liberal",1,0,0,-1.31136103977282,0.0421796612111165,0.510984379151459,1,0,0,0,0.491368549410851,"6",0.567552694369521,"7",0.683864676205922,"9",0.486486486486487,0.401106599973095,0.0313407056573837,0.6875,0.25,0.0625,0.624178377434351,0.375766751292394,5.48712732558397e-05,0.6875,0.25,0.0625,"1-D"
1,"24","cell",9,24,"01-Under 30","01-female","01-postgrad","02-N","W","01-protestant","05-40to50k","2","03-Cell only","MD","South","03","01-Yes","01-Dem","02-Liberal",1,0,0,-1.53014424449057,0.11301690752908,0.198830182979628,0,1,0,0,0.156136224872171,NA,0.536551433722096,NA,0.569974515966754,NA,0.486486486486487,0.425289188144395,0.0381593781335086,0.6875,0.25,0.0625,0.510619031055763,0.424269656780306,0.0651113121639307,0.6875,0.25,0.0625,"1-D"
1,"(VOL) Don't know/Refused","landline",4,NA,"99-DNK/refused","01-female","01-postgrad","02-N","W","01-protestant","09-over150k","1","01-Both","MD","South","04","01-Yes","01-Dem","02-Liberal",1,0,0,0,0.268941421369995,0.880797077977882,0,1,1,0,0.527919892291322,NA,0.459049931038305,NA,0.488802953546372,NA,0.486486486486487,0.491492903169922,0.0494571657917729,0.6875,0.25,0.0625,0.556427097815835,0.401330078723438,0.042242823460727,0.6875,0.25,0.0625,"1-D"
1,"38","landline",4,38,"02-30to39","01-female","01-postgrad","02-N","A","01-protestant","07-75to100k","3","01-Both","TX","South","03","02-Probably","02-Rep","03-Moderate",1,0,0,-0.764403027978431,0.116211491561933,0.00551105601161766,0,1,0,0,1.48697827648633,NA,0.770989292609957,NA,0.38173104018757,NA,0.352941176470588,0.136585228684967,0.0924254787050757,0.6875,0.25,0.0625,0.544721077333245,0.419653094964737,0.035625827702018,0.6875,0.25,0.0625,"1-D"
1,"(VOL) Don't know/Refused","landline",4,NA,"99-DNK/refused","01-female","99-DK/refused","02-N","W","02-catholic","99-DK/refused","2","01-Both","TX","South","01-Lowest","01-Yes","02-Rep","99-DK/refused",0,1,0,0,0.0758581800212436,0.0649691691286641,0,0,0,1,0.293702093231644,"3",0.308832640681111,"1",0.855939622727834,NA,0.371134020618557,0.650045358561034,0.0411220007578547,0.6875,0.25,0.0625,0.544721077333245,0.419653094964737,0.035625827702018,0.6875,0.25,0.0625,"2-R"
1,"31","cell",4,31,"02-30to39","01-female","01-postgrad","02-N","W","01-protestant","09-over150k","2","03-Cell only","NC","South","01-Lowest","01-Yes","02-Rep","03-Moderate",0,1,0,-1.1472736362345,0.215084132309684,0.669395601385177,0,0,0,1,0.296520566965484,"3",0.390663311817048,"2",0.513158601162978,NA,0.371134020618557,0.591274845304599,0.0180618428783532,0.6875,0.25,0.0625,0.489634065607203,0.447824640037105,0.0625412943556928,0.6875,0.25,0.0625,"2-R"
1,"25","cell",4,25,"01-Under 30","01-female","03-assoc","02-N","W","07-other","04-30to40k","3","03-Cell only","NC","South","02","01-Yes","03-Lean Dem","01-Very liberal",1,0,0,-1.47544844331113,0.0307421235352244,0.0680165782601545,0,0,0,1,0.221876821253289,"2",0.506261976051789,"2",0.373246935550853,NA,0.371134020618557,0.473646201816714,0.020091822131497,0.6875,0.25,0.0625,0.522592764779562,0.443170687561935,0.034236547658503,0.6875,0.25,0.0625,"1-D"
1,"38","cell",4,38,"02-30to39","01-female","03-assoc","02-N","W","01-protestant","03-20to30k","4","03-Cell only","OK","South","01-Lowest","03-No","05-Ind","03-Moderate",0,1,0,-0.764403027978431,0.0285036307969159,0.178168441213094,0,0,0,1,0.658817244463251,"8",0.478081582742618,"2",0.540982605518335,NA,0.486486486486487,0.488822194849656,0.0330962224077259,0.6875,0.25,0.0625,0.489634065607203,0.447824640037105,0.0625412943556928,0.6875,0.25,0.0625,"2-R"
1,"21","cell",4,21,"01-Under 30","01-female","03-assoc","02-N","W","01-protestant","03-20to30k","1","03-Cell only","TN","South","03","99-DNK/refused","04-Lean Rep","03-Moderate",0,1,0,-1.69423164802889,0.0200659033724677,0.199653196204354,0,0,0,1,0.848813036785572,"9",0.590671440357505,"2",0.742959413334538,NA,NA,0.289643228107513,0.119685331534982,0.6875,0.25,0.0625,0.489634065607203,0.447824640037105,0.0625412943556928,0.6875,0.25,0.0625,"2-R"
1,"19","cell",4,19,"01-Under 30","01-female","03-assoc","02-N","W","07-other","07-75to100k","4","01-Both","VA","South","03","03-No","03-Lean Dem","03-Moderate",1,0,0,-1.80362325038777,0.0161866956225128,0.0933066290296392,0,0,0,1,0.491887400812629,"6",0.595653421693287,"1",0.494939648231351,NA,0.352941176470588,0.35355503738433,0.0507915409223831,0.6875,0.25,0.0625,0.624178377434351,0.375766751292394,5.48712732558397e-05,0.6875,0.25,0.0625,"1-D"
1,"35","cell",4,35,"02-30to39","01-female","02-bach","02-N","W","07-other","05-40to50k","2","01-Both","NC","South","03","01-Yes","01-Dem","01-Very liberal",1,0,0,-0.928490431516747,0.297970515601943,0.452564538586135,0,0,0,1,0.261810274966365,"3",0.477648584257088,"2",0.244690025352129,NA,0.371134020618557,0.501772747843234,0.0205786678996779,0.6875,0.25,0.0625,0.53476465281581,0.424568252322177,0.0406670948620135,0.6875,0.25,0.0625,"1-D"
1,"20","cell",4,20,"01-Under 30","01-female","03-assoc","02-N","W","01-protestant","05-40to50k","3","03-Cell only","TX","South","02","01-Yes","02-Rep","04-Conservative",0,1,0,-1.74892744920833,0.0180241374624547,0.0556619071335485,0,0,0,1,0.177037757666795,"2",0.448841580713446,"3",0.702930455419894,NA,0.486486486486487,0.538731830849781,0.0124265884367731,0.6875,0.25,0.0625,0.489634065607203,0.447824640037105,0.0625412943556928,0.6875,0.25,0.0625,"2-R"
1,"33","cell",4,33,"02-30to39","01-female","01-postgrad","02-N","W","07-other","05-40to50k","2","01-Both","KY","South","02","01-Yes","01-Dem","02-Liberal",1,0,0,-1.03788203387562,0.254308464175884,0.399128567173701,0,1,1,0,0.274288238511986,NA,0.394844185741455,NA,0.469688638812505,NA,0.486486486486487,0.593085638268137,0.012070175990408,0.6875,0.25,0.0625,0.436059389952767,0.532345589395144,0.0315950206520894,0.6875,0.25,0.0625,"1-D"
1,"18","cell",4,18,"01-Under 30","01-female","04-HS","02-N","W","03-athiest","02-10to20k","3","03-Cell only","NC","South","03","01-Yes","03-Lean Dem","02-Liberal",1,0,0,-1.85831905156721,0.0145337964808892,0.0171245140694801,0,0,0,1,0.514460557999541,"7",0.702795417682629,"5",0.472289017686773,NA,0.371134020618557,0.255327772887851,0.0418768094295199,0.6875,0.25,0.0625,0.522592764779562,0.443170687561935,0.034236547658503,0.6875,0.25,0.0625,"1-D"
1,"36","cell",4,36,"02-30to39","01-female","01-postgrad","02-N","W","07-other","09-over150k","5","03-Cell only","TX","South","05-Highest","01-Yes","01-Dem","01-Very liberal",1,0,0,-0.873794630337309,0.321346815598118,0.90485827776466,0,1,1,0,0.279947092150422,NA,0.493081279173125,NA,0.598043663391058,NA,0.486486486486487,0.501325206000197,0.00559351482667796,0.6875,0.25,0.0625,0.646412093613939,0.353531176749425,5.67296366352538e-05,0.6875,0.25,0.0625,"1-D"
1,"39","cell",4,39,"02-30to39","01-female","02-bach","02-N","W","01-protestant","09-over150k","5","03-Cell only","FL","South","04","01-Yes","04-Lean Rep","04-Conservative",0,1,0,-0.709707226798993,0.396656874733161,0.929601598348785,0,1,0,0,0.321747654314294,NA,0.41764380095804,NA,0.377026964570636,NA,0.486486486486487,0.5695471718574,0.01280902718456,0.6875,0.25,0.0625,0.489634065607203,0.447824640037105,0.0625412943556928,0.6875,0.25,0.0625,"2-R"
1,"31","cell",4,31,"02-30to39","01-female","02-bach","02-N","W","03-athiest","05-40to50k","1","03-Cell only","VA","South","05-Highest","01-Yes","01-Dem","03-Moderate",1,0,0,-1.1472736362345,0.215084132309684,0.591970999350158,0,1,0,0,0.536762075644788,NA,0.619528281472199,NA,0.501742844250868,NA,0.486486486486487,0.365225541508683,0.0152461770191172,0.6875,0.25,0.0625,0.53476465281581,0.424568252322177,0.0406670948620135,0.6875,0.25,0.0625,"1-D"
1,"19","cell",4,19,"01-Under 30","01-female","03-assoc","02-N","W","01-protestant","99-DK/refused","5","03-Cell only","TX","South","03","03-No","02-Rep","04-Conservative",0,1,0,-1.80362325038777,0.0161866956225128,0.0050974054247103,0,0,0,1,0.459273649532776,"6",0.440121338709699,"1",0.486799083565512,NA,0.371134020618557,0.523937699106132,0.035940962184169,0.6875,0.25,0.0625,0.489634065607203,0.447824640037105,0.0625412943556928,0.6875,0.25,0.0625,"2-R"
1,"23","cell",4,23,"01-Under 30","01-female","02-bach","02-N","A","03-athiest","05-40to50k","2","03-Cell only","KY","South","04","01-Yes","03-Lean Dem","03-Moderate",0,0,1,-1.58484004567001,0.102506460942268,0.0109542462720692,0,0,0,1,0.843199305538008,"9",0.699449654066933,"10",0.430126164660335,NA,0.486486486486487,0.213260095004241,0.0872902509288255,0.6875,0.25,0.0625,0.522592764779562,0.443170687561935,0.034236547658503,0.6875,0.25,0.0625,"3-Oth"
1,"24","cell",4,24,"01-Under 30","01-female","02-bach","02-N","W","03-athiest","02-10to20k","2","03-Cell only","TX","South","04","02-Probably","03-Lean Dem","01-Very liberal",1,0,0,-1.53014424449057,0.11301690752908,0.0836603592736482,0,0,0,1,0.874366966484757,"9",0.528389900972921,"6",0.484396001243853,NA,0.486486486486487,0.422235915812241,0.049374183214838,0.6875,0.25,0.0625,0.510619031055763,0.424269656780306,0.0651113121639307,0.6875,0.25,0.0625,"1-D"
1,"30","cell",5,30,"02-30to39","01-female","01-postgrad","02-N","W","01-protestant","06-50to75k","2","03-Cell only","NC","South","04","01-Yes","01-Dem","02-Liberal",1,0,0,-1.20196943741394,0.197191815377706,0.400366351829989,1,0,0,0,0.118305896709074,"1",0.33777379455842,"4",0.439765180430526,"5",0.371134020618557,0.650127914516942,0.012098290924638,0.6875,0.25,0.0625,0.413839902580309,0.556124162616157,0.0300359348035336,0.6875,0.25,0.0625,"1-D"
1,"30","cell",5,30,"02-30to39","01-female","02-bach","02-N","W","07-other","06-50to75k","1","03-Cell only","VA","South","03","02-Probably","01-Dem","02-Liberal",1,0,0,-1.20196943741394,0.197191815377706,0.644754637598717,0,0,0,1,0.944584089564984,"10",0.580625880031145,"7",0.46328544086159,NA,0.371134020618557,0.365516617317986,0.053857502650869,0.6875,0.25,0.0625,0.522592764779562,0.443170687561935,0.034236547658503,0.6875,0.25,0.0625,"1-D"
1,"32","cell",5,32,"02-30to39","01-female","03-assoc","02-N","W","02-catholic","09-over150k","3","01-Both","LA","South","02","01-Yes","02-Rep","05-Very conservative",0,1,0,-1.09257783505506,0.0638549892969005,0.453842872801631,1,0,0,0,0.37065147274339,"4",0.540334800807444,"8",0.509401276039363,"6",0.486486486486487,0.448681044872329,0.0109841543202271,0.6875,0.25,0.0625,0.544721077333245,0.419653094964737,0.035625827702018,0.6875,0.25,0.0625,"2-R"
1,"38","cell",5,38,"02-30to39","01-female","02-bach","02-N","W","01-protestant","01-under10k","2","03-Cell only","OK","South","01-Lowest","03-No","03-Lean Dem","03-Moderate",1,0,0,-0.764403027978431,0.370795399548839,0.0393364481498904,1,0,0,0,0.617760260691227,"8",0.469226488660729,"2",0.790166043031256,"10",0.486486486486487,0.501567465673601,0.0292060456656701,0.6875,0.25,0.0625,0.544721077333245,0.419653094964737,0.035625827702018,0.6875,0.25,0.0625,"1-D"
1,"18","landline",6,18,"01-Under 30","01-female","04-HS","02-N","W","02-catholic","99-DK/refused","2","01-Both","MD","South","04","03-No","03-Lean Dem","03-Moderate",1,0,0,-1.85831905156721,0.00327996195429051,0.000228600779502147,1,0,0,0,0.175495182629419,"2",0.417203120516666,"1",0.35266801639162,"3",0.371134020618557,0.557496800406067,0.0253000790772663,0.6875,0.25,0.0625,0.489634065607203,0.447824640037105,0.0625412943556928,0.6875,0.25,0.0625,"1-D"
1,"36","landline",6,36,"02-30to39","01-female","02-bach","02-N","W","01-protestant","07-75to100k","4","01-Both","FL","South","01-Lowest","01-Yes","02-Rep","05-Very conservative",0,1,0,-0.873794630337309,0.0955576132672779,0.397892070001997,0,0,0,1,0.29479326098442,"3",0.430585141304603,"5",0.496461937107554,NA,0.352941176470588,0.54925271792991,0.0201621407654863,0.6875,0.25,0.0625,0.53476465281581,0.424568252322177,0.0406670948620135,0.6875,0.25,0.0625,"2-R"
1,"25","landline",6,25,"01-Under 30","01-female","03-assoc","02-N","W","01-protestant","04-30to40k","2","01-Both","KY","South","01-Lowest","01-Yes","99-DK/refused","04-Conservative",0,1,0,-1.47544844331113,0.000352221904467809,0.0261460414183623,0,0,0,1,0.149903845106167,"1",0.404378366702766,"1",0.387950660950128,NA,0.486486486486487,0.558379392007975,0.0372422412892588,0.6875,0.25,0.0625,0.422094134482408,0.508678080185874,0.0692277853317174,0.6875,0.25,0.0625,"2-R"
1,"25","landline",6,25,"01-Under 30","01-female","02-bach","02-N","W","01-protestant","07-75to100k","5","01-Both","VA","South","02","01-Yes","03-Lean Dem","01-Very liberal",1,0,0,-1.47544844331113,0.0307421235352244,0.165541160116884,0,0,0,1,0.296507824444603,"3",0.480373399867301,"4",3.65050897197891e-07,NA,0.352941176470588,0.490622727357243,0.0290038727754561,0.6875,0.25,0.0625,0.489634065607203,0.447824640037105,0.0625412943556928,0.6875,0.25,0.0625,"1-D"
1,"39","landline",6,39,"02-30to39","01-female","04-HS","02-N","W","01-protestant","04-30to40k","5","01-Both","KY","South","01-Lowest","01-Yes","02-Rep","04-Conservative",0,1,0,-0.709707226798993,0.031694193679074,0.252356947058203,0,0,0,1,0.462024055674448,"6",0.442955446401917,"4",0.621210534055596,NA,0.486486486486487,0.527517956701886,0.0295265968961979,0.6875,0.25,0.0625,0.510619031055763,0.424269656780306,0.0651113121639307,0.6875,0.25,0.0625,"2-R"
1,"18","cell",6,18,"01-Under 30","01-female","04-HS","02-N","W","01-protestant","99-DK/refused","4","03-Cell only","GA","South","01-Lowest","03-No","03-Lean Dem","02-Liberal",1,0,0,-1.85831905156721,0.0145337964808892,0.00457162354729037,0,0,0,1,0.446926232349057,"6",0.421025819620278,"1",0.399919855651881,NA,0.371134020618557,0.537766284277743,0.0412078961019796,0.6875,0.25,0.0625,0.510619031055763,0.424269656780306,0.0651113121639307,0.6875,0.25,0.0625,"1-D"
1,"33","cell",6,33,"02-30to39","01-female","03-assoc","02-N","W","01-protestant","06-50to75k","4","03-Cell only","FL","South","01-Lowest","01-Yes","02-Rep","04-Conservative",0,1,0,-1.03788203387562,0.0707145854108694,0.715904419319877,0,0,0,1,0.259713825429429,"3",0.406168134027911,"4",0.442706642644736,NA,0.371134020618557,0.57677588831945,0.0170559776526392,0.6875,0.25,0.0625,0.413839902580309,0.556124162616157,0.0300359348035336,0.6875,0.25,0.0625,"2-R"
1,"26","cell",6,26,"01-Under 30","01-female","01-postgrad","02-N","W","01-protestant","05-40to50k","1","03-Cell only","KY","South","04","01-Yes","01-Dem","01-Very liberal",1,0,0,-1.4207526421317,0.136873362505369,0.456401351319462,1,0,0,0,0.124850158225939,"1",0.424519096529415,"4",0.530050722921673,"7",0.486486486486487,0.55493235001954,0.0205485534510457,0.6875,0.25,0.0625,0.413839902580309,0.556124162616157,0.0300359348035336,0.6875,0.25,0.0625,"1-D"
1,"28","cell",6,28,"01-Under 30","01-female","02-bach","02-N","W","01-protestant","07-75to100k","3","03-Cell only","LA","South","04","01-Yes","02-Rep","03-Moderate",0,0,1,-1.31136103977282,0.164829804198436,0.215956289837408,0,0,0,1,0.13179308006417,"1",0.492093942108366,"4",0.800905838557194,NA,0.352941176470588,0.484302887086788,0.0236031708048456,0.6875,0.25,0.0625,0.489634065607203,0.447824640037105,0.0625412943556928,0.6875,0.25,0.0625,"3-Oth"
1,"23","cell",6,23,"01-Under 30","01-female","03-assoc","02-N","W","01-protestant","02-10to20k","2","03-Cell only","VA","South","04","02-Probably","01-Dem","02-Liberal",1,0,0,-1.58484004567001,0.0248512955359524,0.0756471975725348,0,0,0,1,0.68256630611944,"8",0.511683186489744,"4",0.652218493117097,NA,0.486486486486487,0.431587281152818,0.0567295323574383,0.6875,0.25,0.0625,0.489634065607203,0.447824640037105,0.0625412943556928,0.6875,0.25,0.0625,"1-D"
1,"35","cell",6,35,"02-30to39","01-female","02-bach","02-N","W","01-protestant","04-30to40k","3","03-Cell only","FL","South","04","03-No","01-Dem","03-Moderate",1,0,0,-0.928490431516747,0.297970515601943,0.028646824405928,0,0,0,1,0.519024821710758,"7",0.483572742202694,"3",0.585018666251121,NA,0.486486486486487,0.49950952259509,0.0169177352022159,0.6875,0.25,0.0625,0.489634065607203,0.447824640037105,0.0625412943556928,0.6875,0.25,0.0625,"1-D"
